"Time (CET/CEST),""BZN|PL > BZN|DE-AT-LU Day Ahead [MW]"",""BZN|PL > BZN|DE-AT-LU Total [MW]"",""BZN|DE-AT-LU > BZN|PL Day Ahead [MW]"",""BZN|DE-AT-LU > BZN|PL Total [MW]"""
"24.10.2018 00:00 - 24.10.2018 01:00,""0"",""0"",""0"",""0"""
"24.10.2018 01:00 - 24.10.2018 02:00,""0"",""0"",""0"",""0"""
"24.10.2018 02:00 - 24.10.2018 03:00,""0"",""0"",""0"",""0"""
"24.10.2018 03:00 - 24.10.2018 04:00,""0"",""0"",""0"",""0"""
"24.10.2018 04:00 - 24.10.2018 05:00,""0"",""0"",""0"",""0"""
"24.10.2018 05:00 - 24.10.2018 06:00,""0"",""0"",""0"",""0"""
"24.10.2018 06:00 - 24.10.2018 07:00,""0"",""0"",""152"",""152"""
"24.10.2018 07:00 - 24.10.2018 08:00,""0"",""0"",""0"",""0"""
"24.10.2018 08:00 - 24.10.2018 09:00,""0"",""0"",""0"",""0"""
"24.10.2018 09:00 - 24.10.2018 10:00,""0"",""0"",""66"",""66"""
"24.10.2018 10:00 - 24.10.2018 11:00,""0"",""0"",""114"",""114"""
"24.10.2018 11:00 - 24.10.2018 12:00,""0"",""0"",""182"",""182"""
"24.10.2018 12:00 - 24.10.2018 13:00,""0"",""372"",""226"",""226"""
"24.10.2018 13:00 - 24.10.2018 14:00,""0"",""388"",""222"",""222"""
"24.10.2018 14:00 - 24.10.2018 15:00,""0"",""387"",""175"",""175"""
"24.10.2018 15:00 - 24.10.2018 16:00,""0"",""387"",""123"",""123"""
"24.10.2018 16:00 - 24.10.2018 17:00,""0"",""450"",""118"",""118"""
"24.10.2018 17:00 - 24.10.2018 18:00,""0"",""144"",""0"",""0"""
"24.10.2018 18:00 - 24.10.2018 19:00,""50"",""50"",""0"",""0"""
"24.10.2018 19:00 - 24.10.2018 20:00,""25"",""25"",""50"",""50"""
"24.10.2018 20:00 - 24.10.2018 21:00,""83"",""83"",""50"",""50"""
"24.10.2018 21:00 - 24.10.2018 22:00,""0"",""0"",""0"",""0"""
"24.10.2018 22:00 - 24.10.2018 23:00,""444"",""444"",""95"",""95"""
"24.10.2018 23:00 - 25.10.2018 00:00,""100"",""100"",""94"",""94"""
"25.10.2018 00:00 - 25.10.2018 01:00,""0"",""0"",""0"",""0"""
"25.10.2018 01:00 - 25.10.2018 02:00,""0"",""0"",""0"",""0"""
"25.10.2018 02:00 - 25.10.2018 03:00,""0"",""0"",""0"",""0"""
"25.10.2018 03:00 - 25.10.2018 04:00,""0"",""0"",""0"",""0"""
"25.10.2018 04:00 - 25.10.2018 05:00,""0"",""0"",""0"",""0"""
"25.10.2018 05:00 - 25.10.2018 06:00,""0"",""0"",""0"",""0"""
"25.10.2018 06:00 - 25.10.2018 07:00,""0"",""0"",""118"",""118"""
"25.10.2018 07:00 - 25.10.2018 08:00,""0"",""0"",""20"",""20"""
"25.10.2018 08:00 - 25.10.2018 09:00,""0"",""208"",""20"",""20"""
"25.10.2018 09:00 - 25.10.2018 10:00,""0"",""127"",""79"",""79"""
"25.10.2018 10:00 - 25.10.2018 11:00,""0"",""0"",""137"",""137"""
"25.10.2018 11:00 - 25.10.2018 12:00,""0"",""0"",""193"",""193"""
"25.10.2018 12:00 - 25.10.2018 13:00,""0"",""0"",""231"",""231"""
"25.10.2018 13:00 - 25.10.2018 14:00,""0"",""0"",""242"",""242"""
"25.10.2018 14:00 - 25.10.2018 15:00,""0"",""0"",""185"",""185"""
"25.10.2018 15:00 - 25.10.2018 16:00,""0"",""0"",""145"",""145"""
"25.10.2018 16:00 - 25.10.2018 17:00,""0"",""490"",""145"",""145"""
"25.10.2018 17:00 - 25.10.2018 18:00,""0"",""300"",""0"",""0"""
"25.10.2018 18:00 - 25.10.2018 19:00,""0"",""100"",""0"",""0"""
"25.10.2018 19:00 - 25.10.2018 20:00,""25"",""425"",""0"",""0"""
"25.10.2018 20:00 - 25.10.2018 21:00,""100"",""580"",""0"",""0"""
"25.10.2018 21:00 - 25.10.2018 22:00,""255"",""635"",""0"",""0"""
"25.10.2018 22:00 - 25.10.2018 23:00,""552"",""632"",""0"",""0"""
"25.10.2018 23:00 - 26.10.2018 00:00,""635"",""635"",""9"",""9"""
"26.10.2018 00:00 - 26.10.2018 01:00,""871"",""964"",""0"",""0"""
"26.10.2018 01:00 - 26.10.2018 02:00,""910"",""1003"",""0"",""0"""
"26.10.2018 02:00 - 26.10.2018 03:00,""905"",""1029"",""0"",""0"""
"26.10.2018 03:00 - 26.10.2018 04:00,""780"",""941"",""0"",""0"""
"26.10.2018 04:00 - 26.10.2018 05:00,""750"",""1060"",""0"",""300"""
"26.10.2018 05:00 - 26.10.2018 06:00,""915"",""1211"",""36"",""46"""
"26.10.2018 06:00 - 26.10.2018 07:00,""210"",""778"",""0"",""200"""
"26.10.2018 07:00 - 26.10.2018 08:00,""0"",""0"",""0"",""0"""
"26.10.2018 08:00 - 26.10.2018 09:00,""0"",""0"",""0"",""0"""
"26.10.2018 09:00 - 26.10.2018 10:00,""0"",""0"",""0"",""0"""
"26.10.2018 10:00 - 26.10.2018 11:00,""0"",""0"",""120"",""120"""
"26.10.2018 11:00 - 26.10.2018 12:00,""0"",""0"",""235"",""235"""
"26.10.2018 12:00 - 26.10.2018 13:00,""0"",""0"",""395"",""395"""
"26.10.2018 13:00 - 26.10.2018 14:00,""0"",""0"",""395"",""395"""
"26.10.2018 14:00 - 26.10.2018 15:00,""0"",""0"",""390"",""390"""
"26.10.2018 15:00 - 26.10.2018 16:00,""0"",""0"",""380"",""380"""
"26.10.2018 16:00 - 26.10.2018 17:00,""0"",""0"",""390"",""390"""
"26.10.2018 17:00 - 26.10.2018 18:00,""0"",""0"",""160"",""160"""
"26.10.2018 18:00 - 26.10.2018 19:00,""0"",""0"",""302"",""302"""
"26.10.2018 19:00 - 26.10.2018 20:00,""0"",""0"",""197"",""197"""
"26.10.2018 20:00 - 26.10.2018 21:00,""0"",""0"",""150"",""150"""
"26.10.2018 21:00 - 26.10.2018 22:00,""0"",""0"",""150"",""150"""
"26.10.2018 22:00 - 26.10.2018 23:00,""300"",""300"",""245"",""245"""
"26.10.2018 23:00 - 27.10.2018 00:00,""0"",""0"",""105"",""105"""
"27.10.2018 00:00 - 27.10.2018 01:00,""0"",""0"",""0"",""0"""
"27.10.2018 01:00 - 27.10.2018 02:00,""0"",""0"",""0"",""0"""
"27.10.2018 02:00 - 27.10.2018 03:00,""0"",""0"",""0"",""0"""
"27.10.2018 03:00 - 27.10.2018 04:00,""0"",""0"",""0"",""0"""
"27.10.2018 04:00 - 27.10.2018 05:00,""0"",""0"",""0"",""0"""
"27.10.2018 05:00 - 27.10.2018 06:00,""0"",""0"",""0"",""0"""
"27.10.2018 06:00 - 27.10.2018 07:00,""0"",""50"",""23"",""23"""
"27.10.2018 07:00 - 27.10.2018 08:00,""11"",""111"",""156"",""156"""
"27.10.2018 08:00 - 27.10.2018 09:00,""0"",""453"",""95"",""95"""
"27.10.2018 09:00 - 27.10.2018 10:00,""200"",""441"",""250"",""250"""
"27.10.2018 10:00 - 27.10.2018 11:00,""209"",""309"",""365"",""365"""
"27.10.2018 11:00 - 27.10.2018 12:00,""200"",""220"",""385"",""385"""
"27.10.2018 12:00 - 27.10.2018 13:00,""200"",""541"",""432"",""432"""
"27.10.2018 13:00 - 27.10.2018 14:00,""200"",""500"",""435"",""435"""
"27.10.2018 14:00 - 27.10.2018 15:00,""143"",""843"",""142"",""142"""
"27.10.2018 15:00 - 27.10.2018 16:00,""205"",""860"",""100"",""100"""
"27.10.2018 16:00 - 27.10.2018 17:00,""339"",""839"",""220"",""310"""
"27.10.2018 17:00 - 27.10.2018 18:00,""138"",""138"",""0"",""0"""
"27.10.2018 18:00 - 27.10.2018 19:00,""40"",""40"",""75"",""75"""
"27.10.2018 19:00 - 27.10.2018 20:00,""25"",""25"",""0"",""0"""
"27.10.2018 20:00 - 27.10.2018 21:00,""79"",""469"",""0"",""0"""
"27.10.2018 21:00 - 27.10.2018 22:00,""125"",""325"",""0"",""50"""
"27.10.2018 22:00 - 27.10.2018 23:00,""649"",""750"",""40"",""90"""
"27.10.2018 23:00 - 28.10.2018 00:00,""475"",""475"",""106"",""106"""
"28.10.2018 00:00 - 28.10.2018 01:00,""0"",""0"",""220"",""374"""
"28.10.2018 01:00 - 28.10.2018 02:00,""0"",""0"",""295"",""326"""
"28.10.2018 02:00 - 28.10.2018 03:00,""0"",""0"",""289"",""352"""
"28.10.2018 02:00 - 28.10.2018 03:00,""0"",""0"",""290"",""348"""
"28.10.2018 03:00 - 28.10.2018 04:00,""0"",""0"",""205"",""205"""
"28.10.2018 04:00 - 28.10.2018 05:00,""0"",""0"",""264"",""364"""
"28.10.2018 05:00 - 28.10.2018 06:00,""0"",""0"",""232"",""332"""
"28.10.2018 06:00 - 28.10.2018 07:00,""0"",""0"",""321"",""421"""
"28.10.2018 07:00 - 28.10.2018 08:00,""0"",""0"",""340"",""440"""
"28.10.2018 08:00 - 28.10.2018 09:00,""0"",""0"",""360"",""360"""
"28.10.2018 09:00 - 28.10.2018 10:00,""0"",""0"",""460"",""460"""
"28.10.2018 10:00 - 28.10.2018 11:00,""0"",""0"",""470"",""470"""
"28.10.2018 11:00 - 28.10.2018 12:00,""0"",""0"",""460"",""460"""
"28.10.2018 12:00 - 28.10.2018 13:00,""0"",""0"",""436"",""436"""
"28.10.2018 13:00 - 28.10.2018 14:00,""0"",""0"",""420"",""420"""
"28.10.2018 14:00 - 28.10.2018 15:00,""0"",""0"",""425"",""425"""
"28.10.2018 15:00 - 28.10.2018 16:00,""0"",""0"",""339"",""339"""
"28.10.2018 16:00 - 28.10.2018 17:00,""0"",""0"",""335"",""335"""
"28.10.2018 17:00 - 28.10.2018 18:00,""0"",""0"",""440"",""440"""
"28.10.2018 18:00 - 28.10.2018 19:00,""0"",""0"",""270"",""270"""
"28.10.2018 19:00 - 28.10.2018 20:00,""0"",""0"",""319"",""319"""
"28.10.2018 20:00 - 28.10.2018 21:00,""0"",""0"",""380"",""380"""
"28.10.2018 21:00 - 28.10.2018 22:00,""0"",""0"",""346"",""346"""
"28.10.2018 22:00 - 28.10.2018 23:00,""0"",""0"",""146"",""146"""
"28.10.2018 23:00 - 29.10.2018 00:00,""0"",""0"",""0"",""0"""
"29.10.2018 00:00 - 29.10.2018 01:00,""90"",""90"",""0"",""0"""
"29.10.2018 01:00 - 29.10.2018 02:00,""0"",""0"",""0"",""0"""
"29.10.2018 02:00 - 29.10.2018 03:00,""0"",""0"",""0"",""0"""
"29.10.2018 03:00 - 29.10.2018 04:00,""0"",""0"",""0"",""0"""
"29.10.2018 04:00 - 29.10.2018 05:00,""0"",""0"",""0"",""0"""
"29.10.2018 05:00 - 29.10.2018 06:00,""0"",""0"",""43"",""43"""
"29.10.2018 06:00 - 29.10.2018 07:00,""115"",""115"",""0"",""0"""
"29.10.2018 07:00 - 29.10.2018 08:00,""65"",""65"",""58"",""58"""
"29.10.2018 08:00 - 29.10.2018 09:00,""0"",""0"",""78"",""78"""
"29.10.2018 09:00 - 29.10.2018 10:00,""0"",""0"",""198"",""198"""
"29.10.2018 10:00 - 29.10.2018 11:00,""0"",""0"",""350"",""350"""
"29.10.2018 11:00 - 29.10.2018 12:00,""0"",""0"",""424"",""424"""
"29.10.2018 12:00 - 29.10.2018 13:00,""0"",""0"",""439"",""439"""
"29.10.2018 13:00 - 29.10.2018 14:00,""0"",""0"",""430"",""430"""
"29.10.2018 14:00 - 29.10.2018 15:00,""0"",""0"",""420"",""420"""
"29.10.2018 15:00 - 29.10.2018 16:00,""0"",""0"",""400"",""400"""
"29.10.2018 16:00 - 29.10.2018 17:00,""0"",""0"",""404"",""404"""
"29.10.2018 17:00 - 29.10.2018 18:00,""0"",""0"",""447"",""447"""
"29.10.2018 18:00 - 29.10.2018 19:00,""0"",""0"",""316"",""316"""
"29.10.2018 19:00 - 29.10.2018 20:00,""0"",""0"",""390"",""390"""
"29.10.2018 20:00 - 29.10.2018 21:00,""0"",""0"",""380"",""380"""
"29.10.2018 21:00 - 29.10.2018 22:00,""15"",""15"",""375"",""375"""
"29.10.2018 22:00 - 29.10.2018 23:00,""0"",""0"",""272"",""272"""
"29.10.2018 23:00 - 30.10.2018 00:00,""40"",""40"",""0"",""0"""
"30.10.2018 00:00 - 30.10.2018 01:00,""0"",""0"",""0"",""0"""
"30.10.2018 01:00 - 30.10.2018 02:00,""0"",""0"",""0"",""0"""
"30.10.2018 02:00 - 30.10.2018 03:00,""0"",""0"",""0"",""0"""
"30.10.2018 03:00 - 30.10.2018 04:00,""0"",""0"",""0"",""0"""
"30.10.2018 04:00 - 30.10.2018 05:00,""0"",""0"",""0"",""0"""
"30.10.2018 05:00 - 30.10.2018 06:00,""0"",""0"",""0"",""0"""
"30.10.2018 06:00 - 30.10.2018 07:00,""0"",""0"",""310"",""310"""
"30.10.2018 07:00 - 30.10.2018 08:00,""0"",""0"",""345"",""345"""
"30.10.2018 08:00 - 30.10.2018 09:00,""0"",""0"",""440"",""440"""
"30.10.2018 09:00 - 30.10.2018 10:00,""0"",""0"",""491"",""491"""
"30.10.2018 10:00 - 30.10.2018 11:00,""0"",""0"",""500"",""500"""
"30.10.2018 11:00 - 30.10.2018 12:00,""0"",""0"",""500"",""500"""
"30.10.2018 12:00 - 30.10.2018 13:00,""0"",""429"",""500"",""500"""
"30.10.2018 13:00 - 30.10.2018 14:00,""0"",""449"",""500"",""500"""
"30.10.2018 14:00 - 30.10.2018 15:00,""0"",""317"",""500"",""500"""
"30.10.2018 15:00 - 30.10.2018 16:00,""0"",""300"",""500"",""500"""
"30.10.2018 16:00 - 30.10.2018 17:00,""0"",""416"",""500"",""500"""
"30.10.2018 17:00 - 30.10.2018 18:00,""0"",""0"",""445"",""445"""
"30.10.2018 18:00 - 30.10.2018 19:00,""0"",""0"",""500"",""500"""
"30.10.2018 19:00 - 30.10.2018 20:00,""0"",""0"",""500"",""500"""
"30.10.2018 20:00 - 30.10.2018 21:00,""0"",""0"",""500"",""500"""
"30.10.2018 21:00 - 30.10.2018 22:00,""0"",""0"",""500"",""500"""
"30.10.2018 22:00 - 30.10.2018 23:00,""0"",""0"",""128"",""128"""
"30.10.2018 23:00 - 31.10.2018 00:00,""0"",""0"",""0"",""0"""
"31.10.2018 00:00 - 31.10.2018 01:00,""0"",""0"",""0"",""0"""
"31.10.2018 01:00 - 31.10.2018 02:00,""0"",""0"",""0"",""0"""
"31.10.2018 02:00 - 31.10.2018 03:00,""0"",""0"",""0"",""0"""
"31.10.2018 03:00 - 31.10.2018 04:00,""0"",""0"",""0"",""0"""
"31.10.2018 04:00 - 31.10.2018 05:00,""0"",""0"",""0"",""0"""
"31.10.2018 05:00 - 31.10.2018 06:00,""0"",""0"",""158"",""158"""
"31.10.2018 06:00 - 31.10.2018 07:00,""0"",""0"",""248"",""248"""
"31.10.2018 07:00 - 31.10.2018 08:00,""0"",""0"",""186"",""186"""
"31.10.2018 08:00 - 31.10.2018 09:00,""0"",""0"",""302"",""302"""
"31.10.2018 09:00 - 31.10.2018 10:00,""0"",""0"",""415"",""415"""
"31.10.2018 10:00 - 31.10.2018 11:00,""0"",""0"",""410"",""410"""
"31.10.2018 11:00 - 31.10.2018 12:00,""0"",""0"",""420"",""420"""
"31.10.2018 12:00 - 31.10.2018 13:00,""0"",""0"",""440"",""440"""
"31.10.2018 13:00 - 31.10.2018 14:00,""0"",""0"",""415"",""415"""
"31.10.2018 14:00 - 31.10.2018 15:00,""0"",""0"",""405"",""405"""
"31.10.2018 15:00 - 31.10.2018 16:00,""0"",""200"",""190"",""190"""
"31.10.2018 16:00 - 31.10.2018 17:00,""0"",""0"",""130"",""250"""
"31.10.2018 17:00 - 31.10.2018 18:00,""0"",""0"",""265"",""379"""
"31.10.2018 18:00 - 31.10.2018 19:00,""0"",""0"",""134"",""284"""
"31.10.2018 19:00 - 31.10.2018 20:00,""0"",""0"",""170"",""170"""
"31.10.2018 20:00 - 31.10.2018 21:00,""0"",""12"",""235"",""235"""
"31.10.2018 21:00 - 31.10.2018 22:00,""245"",""295"",""135"",""285"""
"31.10.2018 22:00 - 31.10.2018 23:00,""470"",""492"",""85"",""185"""
"31.10.2018 23:00 - 01.11.2018 00:00,""500"",""550"",""110"",""310"""
"01.11.2018 00:00 - 01.11.2018 01:00,""0"",""80"",""75"",""75"""
"01.11.2018 01:00 - 01.11.2018 02:00,""100"",""130"",""75"",""75"""
"01.11.2018 02:00 - 01.11.2018 03:00,""390"",""420"",""75"",""75"""
"01.11.2018 03:00 - 01.11.2018 04:00,""390"",""420"",""75"",""75"""
"01.11.2018 04:00 - 01.11.2018 05:00,""490"",""1190"",""75"",""75"""
"01.11.2018 05:00 - 01.11.2018 06:00,""660"",""660"",""0"",""0"""
"01.11.2018 06:00 - 01.11.2018 07:00,""745"",""745"",""0"",""0"""
"01.11.2018 07:00 - 01.11.2018 08:00,""750"",""750"",""0"",""0"""
"01.11.2018 08:00 - 01.11.2018 09:00,""703"",""703"",""0"",""0"""
"01.11.2018 09:00 - 01.11.2018 10:00,""715"",""715"",""0"",""0"""
"01.11.2018 10:00 - 01.11.2018 11:00,""775"",""775"",""0"",""0"""
"01.11.2018 11:00 - 01.11.2018 12:00,""720"",""720"",""0"",""0"""
"01.11.2018 12:00 - 01.11.2018 13:00,""698"",""896"",""0"",""0"""
"01.11.2018 13:00 - 01.11.2018 14:00,""610"",""810"",""0"",""0"""
"01.11.2018 14:00 - 01.11.2018 15:00,""703"",""903"",""0"",""0"""
"01.11.2018 15:00 - 01.11.2018 16:00,""680"",""880"",""0"",""0"""
"01.11.2018 16:00 - 01.11.2018 17:00,""680"",""1080"",""0"",""0"""
"01.11.2018 17:00 - 01.11.2018 18:00,""688"",""888"",""0"",""0"""
"01.11.2018 18:00 - 01.11.2018 19:00,""690"",""1090"",""0"",""0"""
"01.11.2018 19:00 - 01.11.2018 20:00,""730"",""1130"",""0"",""0"""
"01.11.2018 20:00 - 01.11.2018 21:00,""743"",""843"",""0"",""0"""
"01.11.2018 21:00 - 01.11.2018 22:00,""770"",""970"",""0"",""0"""
"01.11.2018 22:00 - 01.11.2018 23:00,""760"",""860"",""0"",""0"""
"01.11.2018 23:00 - 02.11.2018 00:00,""740"",""940"",""0"",""0"""
"02.11.2018 00:00 - 02.11.2018 01:00,""70"",""70"",""0"",""0"""
"02.11.2018 01:00 - 02.11.2018 02:00,""45"",""45"",""0"",""0"""
"02.11.2018 02:00 - 02.11.2018 03:00,""25"",""25"",""0"",""0"""
"02.11.2018 03:00 - 02.11.2018 04:00,""25"",""25"",""0"",""0"""
"02.11.2018 04:00 - 02.11.2018 05:00,""0"",""0"",""0"",""0"""
"02.11.2018 05:00 - 02.11.2018 06:00,""0"",""0"",""0"",""0"""
"02.11.2018 06:00 - 02.11.2018 07:00,""19"",""89"",""0"",""0"""
"02.11.2018 07:00 - 02.11.2018 08:00,""179"",""579"",""0"",""0"""
"02.11.2018 08:00 - 02.11.2018 09:00,""0"",""100"",""30"",""30"""
"02.11.2018 09:00 - 02.11.2018 10:00,""0"",""100"",""248"",""348"""
"02.11.2018 10:00 - 02.11.2018 11:00,""0"",""0"",""350"",""350"""
"02.11.2018 11:00 - 02.11.2018 12:00,""0"",""0"",""380"",""480"""
"02.11.2018 12:00 - 02.11.2018 13:00,""0"",""0"",""364"",""364"""
"02.11.2018 13:00 - 02.11.2018 14:00,""0"",""0"",""364"",""364"""
"02.11.2018 14:00 - 02.11.2018 15:00,""0"",""0"",""255"",""255"""
"02.11.2018 15:00 - 02.11.2018 16:00,""50"",""50"",""180"",""180"""
"02.11.2018 16:00 - 02.11.2018 17:00,""32"",""32"",""155"",""155"""
"02.11.2018 17:00 - 02.11.2018 18:00,""0"",""0"",""155"",""155"""
"02.11.2018 18:00 - 02.11.2018 19:00,""0"",""0"",""67"",""67"""
"02.11.2018 19:00 - 02.11.2018 20:00,""25"",""25"",""68"",""68"""
"02.11.2018 20:00 - 02.11.2018 21:00,""115"",""115"",""0"",""0"""
"02.11.2018 21:00 - 02.11.2018 22:00,""420"",""720"",""50"",""50"""
"02.11.2018 22:00 - 02.11.2018 23:00,""580"",""680"",""0"",""0"""
"02.11.2018 23:00 - 03.11.2018 00:00,""650"",""650"",""0"",""0"""
"03.11.2018 00:00 - 03.11.2018 01:00,""260"",""794"",""0"",""50"""
"03.11.2018 01:00 - 03.11.2018 02:00,""328"",""790"",""0"",""0"""
"03.11.2018 02:00 - 03.11.2018 03:00,""420"",""480"",""0"",""0"""
"03.11.2018 03:00 - 03.11.2018 04:00,""410"",""555"",""0"",""0"""
"03.11.2018 04:00 - 03.11.2018 05:00,""420"",""500"",""0"",""0"""
"03.11.2018 05:00 - 03.11.2018 06:00,""380"",""792"",""50"",""230"""
"03.11.2018 06:00 - 03.11.2018 07:00,""305"",""858"",""0"",""254"""
"03.11.2018 07:00 - 03.11.2018 08:00,""425"",""425"",""20"",""20"""
"03.11.2018 08:00 - 03.11.2018 09:00,""5"",""5"",""370"",""370"""
"03.11.2018 09:00 - 03.11.2018 10:00,""0"",""0"",""392"",""392"""
"03.11.2018 10:00 - 03.11.2018 11:00,""0"",""0"",""420"",""420"""
"03.11.2018 11:00 - 03.11.2018 12:00,""0"",""0"",""380"",""380"""
"03.11.2018 12:00 - 03.11.2018 13:00,""0"",""0"",""330"",""330"""
"03.11.2018 13:00 - 03.11.2018 14:00,""0"",""0"",""322"",""322"""
"03.11.2018 14:00 - 03.11.2018 15:00,""0"",""200"",""500"",""500"""
"03.11.2018 15:00 - 03.11.2018 16:00,""0"",""170"",""465"",""465"""
"03.11.2018 16:00 - 03.11.2018 17:00,""0"",""0"",""500"",""500"""
"03.11.2018 17:00 - 03.11.2018 18:00,""0"",""0"",""427"",""427"""
"03.11.2018 18:00 - 03.11.2018 19:00,""0"",""0"",""487"",""487"""
"03.11.2018 19:00 - 03.11.2018 20:00,""0"",""0"",""490"",""490"""
"03.11.2018 20:00 - 03.11.2018 21:00,""0"",""0"",""480"",""480"""
"03.11.2018 21:00 - 03.11.2018 22:00,""0"",""0"",""274"",""274"""
"03.11.2018 22:00 - 03.11.2018 23:00,""0"",""0"",""314"",""314"""
"03.11.2018 23:00 - 04.11.2018 00:00,""0"",""82"",""397"",""397"""
"04.11.2018 00:00 - 04.11.2018 01:00,""52"",""52"",""415"",""415"""
"04.11.2018 01:00 - 04.11.2018 02:00,""56"",""56"",""241"",""241"""
"04.11.2018 02:00 - 04.11.2018 03:00,""84"",""84"",""200"",""200"""
"04.11.2018 03:00 - 04.11.2018 04:00,""118"",""118"",""95"",""95"""
"04.11.2018 04:00 - 04.11.2018 05:00,""127"",""177"",""69"",""269"""
"04.11.2018 05:00 - 04.11.2018 06:00,""0"",""120"",""98"",""298"""
"04.11.2018 06:00 - 04.11.2018 07:00,""149"",""199"",""50"",""250"""
"04.11.2018 07:00 - 04.11.2018 08:00,""110"",""110"",""25"",""225"""
"04.11.2018 08:00 - 04.11.2018 09:00,""198"",""198"",""75"",""75"""
"04.11.2018 09:00 - 04.11.2018 10:00,""50"",""50"",""300"",""300"""
"04.11.2018 10:00 - 04.11.2018 11:00,""0"",""0"",""410"",""410"""
"04.11.2018 11:00 - 04.11.2018 12:00,""15"",""15"",""285"",""285"""
"04.11.2018 12:00 - 04.11.2018 13:00,""0"",""0"",""175"",""473"""
"04.11.2018 13:00 - 04.11.2018 14:00,""55"",""55"",""315"",""615"""
"04.11.2018 14:00 - 04.11.2018 15:00,""140"",""140"",""275"",""575"""
"04.11.2018 15:00 - 04.11.2018 16:00,""182"",""182"",""0"",""300"""
"04.11.2018 16:00 - 04.11.2018 17:00,""136"",""136"",""75"",""375"""
"04.11.2018 17:00 - 04.11.2018 18:00,""0"",""0"",""135"",""435"""
"04.11.2018 18:00 - 04.11.2018 19:00,""100"",""100"",""95"",""395"""
"04.11.2018 19:00 - 04.11.2018 20:00,""285"",""285"",""0"",""600"""
"04.11.2018 20:00 - 04.11.2018 21:00,""420"",""590"",""0"",""370"""
"04.11.2018 21:00 - 04.11.2018 22:00,""535"",""705"",""0"",""370"""
"04.11.2018 22:00 - 04.11.2018 23:00,""597"",""672"",""0"",""400"""
"04.11.2018 23:00 - 05.11.2018 00:00,""600"",""750"",""0"",""350"""
"05.11.2018 00:00 - 05.11.2018 01:00,""495"",""545"",""0"",""0"""
"05.11.2018 01:00 - 05.11.2018 02:00,""675"",""703"",""0"",""0"""
"05.11.2018 02:00 - 05.11.2018 03:00,""636"",""636"",""0"",""0"""
"05.11.2018 03:00 - 05.11.2018 04:00,""625"",""625"",""0"",""0"""
"05.11.2018 04:00 - 05.11.2018 05:00,""650"",""956"",""0"",""0"""
"05.11.2018 05:00 - 05.11.2018 06:00,""558"",""793"",""10"",""10"""
"05.11.2018 06:00 - 05.11.2018 07:00,""289"",""689"",""40"",""40"""
"05.11.2018 07:00 - 05.11.2018 08:00,""0"",""0"",""0"",""0"""
"05.11.2018 08:00 - 05.11.2018 09:00,""0"",""162"",""0"",""0"""
"05.11.2018 09:00 - 05.11.2018 10:00,""0"",""140"",""80"",""80"""
"05.11.2018 10:00 - 05.11.2018 11:00,""0"",""100"",""80"",""80"""
"05.11.2018 11:00 - 05.11.2018 12:00,""0"",""0"",""180"",""180"""
"05.11.2018 12:00 - 05.11.2018 13:00,""0"",""0"",""344"",""344"""
"05.11.2018 13:00 - 05.11.2018 14:00,""0"",""0"",""349"",""349"""
"05.11.2018 14:00 - 05.11.2018 15:00,""0"",""54"",""0"",""0"""
"05.11.2018 15:00 - 05.11.2018 16:00,""0"",""75"",""0"",""0"""
"05.11.2018 16:00 - 05.11.2018 17:00,""0"",""0"",""0"",""0"""
"05.11.2018 17:00 - 05.11.2018 18:00,""0"",""0"",""40"",""40"""
"05.11.2018 18:00 - 05.11.2018 19:00,""0"",""0"",""210"",""210"""
"05.11.2018 19:00 - 05.11.2018 20:00,""0"",""0"",""40"",""40"""
"05.11.2018 20:00 - 05.11.2018 21:00,""0"",""386"",""30"",""30"""
"05.11.2018 21:00 - 05.11.2018 22:00,""0"",""360"",""0"",""0"""
"05.11.2018 22:00 - 05.11.2018 23:00,""0"",""375"",""0"",""0"""
"05.11.2018 23:00 - 06.11.2018 00:00,""0"",""232"",""0"",""0"""
"06.11.2018 00:00 - 06.11.2018 01:00,""0"",""266"",""0"",""0"""
"06.11.2018 01:00 - 06.11.2018 02:00,""0"",""185"",""0"",""0"""
"06.11.2018 02:00 - 06.11.2018 03:00,""0"",""75"",""0"",""0"""
"06.11.2018 03:00 - 06.11.2018 04:00,""0"",""50"",""0"",""0"""
"06.11.2018 04:00 - 06.11.2018 05:00,""0"",""0"",""0"",""0"""
"06.11.2018 05:00 - 06.11.2018 06:00,""0"",""0"",""0"",""0"""
"06.11.2018 06:00 - 06.11.2018 07:00,""0"",""385"",""0"",""0"""
"06.11.2018 07:00 - 06.11.2018 08:00,""0"",""200"",""0"",""0"""
"06.11.2018 08:00 - 06.11.2018 09:00,""0"",""0"",""0"",""0"""
"06.11.2018 09:00 - 06.11.2018 10:00,""0"",""0"",""186"",""186"""
"06.11.2018 10:00 - 06.11.2018 11:00,""0"",""0"",""390"",""390"""
"06.11.2018 11:00 - 06.11.2018 12:00,""0"",""0"",""420"",""490"""
"06.11.2018 12:00 - 06.11.2018 13:00,""0"",""0"",""480"",""575"""
"06.11.2018 13:00 - 06.11.2018 14:00,""0"",""0"",""500"",""593"""
"06.11.2018 14:00 - 06.11.2018 15:00,""0"",""0"",""400"",""500"""
"06.11.2018 15:00 - 06.11.2018 16:00,""0"",""70"",""109"",""179"""
"06.11.2018 16:00 - 06.11.2018 17:00,""0"",""0"",""90"",""359"""
